date,WILLLRGCAP,WILLSMLCAP,BAMLCC4A0710YTRIV,VIXCLS
2006-06-13,28844.83,38124.28,267.04,23.81
2006-06-14,28991.08,38298.42,265.31,21.46
2006-06-15,29634.85,39531.07,264.42,15.9
2006-06-16,29530.76,39219.93,263.96,17.25
2006-06-19,29253.85,38615.76,263.74,17.83
2006-06-20,29237.74,38494.66,263.5,16.69
2006-06-21,29545.48,39172.47,263.52,15.52
2006-06-22,29397.11,39023.22,262.66,15.88
2006-06-23,29399.4,39214.97,262.14,15.89
2006-06-26,29539.26,39593.13,262.04,15.62
2006-06-27,29272.16,39062.15,262.53,16.4
2006-06-28,29431.18,39142.83,261.93,15.79
2006-06-29,30073.31,40440.92,262.82,13.03
2006-06-30,30031.14,40798.58,264.1,13.08
2006-07-03,30271.0,41044.62,264.05,13.05
2006-07-04,30271.0,41044.62,264.09,13.05
2006-07-05,30040.58,40533.34,262.83,14.15
2006-07-06,30120.77,40590.92,263.59,13.65
2006-07-07,29913.4,40081.98,264.66,13.97
2006-07-10,29946.7,40062.77,264.79,14.02
2006-07-11,30064.17,40295.19,265.35,13.14
2006-07-12,29745.0,39720.57,265.39,14.49
2006-07-13,29356.73,38974.67,265.91,17.79
2006-07-14,29205.34,38680.65,266.08,18.05
2006-07-17,29155.8,38417.36,265.99,18.64
2006-07-18,29207.25,38554.1,265.0,17.74
2006-07-19,29758.11,39567.75,266.34,15.55
2006-07-20,29479.33,38663.52,266.95,16.21
2006-07-21,29250.85,38043.28,266.7,17.4
2006-07-24,29746.38,38956.19,266.94,14.98
2006-07-25,29958.87,39318.54,266.56,14.85
2006-07-26,29953.11,39221.66,267.19,14.62
2006-07-27,29818.03,38770.26,267.28,14.94
2006-07-28,30182.59,39464.23,268.23,14.33
2006-07-31,30151.12,39520.59,268.5,14.95
2006-08-01,30007.51,39095.93,268.66,15.05
2006-08-02,30194.68,39395.51,269.11,14.34
2006-08-03,30249.5,39729.05,269.34,14.46
2006-08-04,30221.72,39625.43,270.28,14.34
2006-08-07,30136.34,39343.39,270.03,15.23
2006-08-08,30027.3,38957.3,270.08,15.23
2006-08-09,29900.01,38645.22,269.85,15.2
2006-08-10,30038.41,38867.96,269.87,14.46
2006-08-11,29917.23,38518.17,269.24,14.3
2006-08-14,29948.63,38617.14,268.99,14.26
2006-08-15,30367.13,39415.22,270.26,13.42
2006-08-16,30625.89,39937.28,271.34,12.41
2006-08-17,30671.19,40018.81,271.44,12.24
2006-08-18,30782.94,40097.74,272.05,11.64
2006-08-21,30668.48,39790.05,272.54,12.22
2006-08-22,30696.66,39904.55,272.76,12.19
2006-08-23,30552.0,39458.49,272.67,12.4
2006-08-24,30621.49,39444.05,272.97,12.4
2006-08-25,30603.3,39453.29,273.25,12.31
2006-08-28,30762.4,39802.94,273.2,12.18
2006-08-29,30831.36,40144.49,273.47,12.28
2006-08-30,30851.41,40360.82,274.01,12.22
2006-08-31,30855.87,40465.19,274.63,12.31
2006-09-01,31024.34,40574.56,274.7,11.96
2006-09-04,31024.34,40574.56,274.82,11.96
2006-09-05,31084.78,40847.64,273.97,12.63
2006-09-06,30768.86,40089.43,273.66,13.74
2006-09-07,30624.02,39828.58,273.76,13.88
2006-09-08,30730.21,39915.28,274.3,13.16
2006-09-11,30735.41,39805.92,273.88,12.99
2006-09-12,31062.15,40595.13,274.44,11.92
2006-09-13,31197.9,40932.63,274.54,11.18
2006-09-14,31150.72,40744.46,274.19,11.55
2006-09-15,31227.88,40838.57,274.14,11.76
2006-09-18,31258.38,40832.9,274.08,11.78
2006-09-19,31184.92,40665.15,275.37,11.98
2006-09-20,31339.7,41030.92,275.57,11.39
2006-09-21,31178.36,40686.12,277.02,12.25
2006-09-22,31093.38,40312.37,277.91,12.59
2006-09-25,31359.4,40685.16,278.78,12.12
2006-09-26,31595.19,40896.66,278.3,11.53
2006-09-27,31622.67,41043.87,278.29,11.58
2006-09-28,31683.03,41037.85,277.67,11.72
2006-09-29,31611.83,40733.5,277.67,11.98
2006-10-02,31498.76,40429.35,277.88,12.57
2006-10-03,31549.21,40374.79,278.09,12.24
2006-10-04,31933.56,41101.94,278.97,11.86
2006-10-05,32041.71,41606.94,278.3,11.98
2006-10-06,31947.26,41438.35,276.74,11.56
2006-10-09,31986.7,41675.81,276.86,11.68
2006-10-10,32062.29,41791.2,276.0,11.52
2006-10-11,31977.48,41601.57,275.37,11.62
2006-10-12,32287.09,42314.86,275.67,11.09
2006-10-13,32361.67,42571.43,275.21,10.75
2006-10-16,32456.5,42931.99,275.74,11.09
2006-10-17,32330.28,42654.8,276.01,11.73
2006-10-18,32371.96,42583.59,276.41,11.34
2006-10-19,32403.98,42755.66,276.05,10.9
2006-10-20,32421.68,42492.65,276.23,10.63
2006-10-23,32616.08,42602.58,275.58,11.08
2006-10-24,32627.0,42665.95,275.74,10.78
2006-10-25,32747.18,42925.53,276.59,10.66
2006-10-26,32936.37,43329.49,277.7,10.56
2006-10-27,32659.59,42856.66,278.53,10.8
2006-10-30,32672.43,43034.98,278.76,11.2
2006-10-31,32677.0,42882.92,280.03,11.1
2006-11-01,32435.13,42235.19,280.99,11.51
2006-11-02,32428.11,42168.94,280.38,11.42
2006-11-03,32375.76,42271.29,278.35,11.16
2006-11-06,32745.52,42840.83,278.7,11.16
2006-11-07,32814.28,42924.67,279.75,11.09
2006-11-08,32905.2,43171.05,280.32,10.75
2006-11-09,32739.25,42840.52,280.41,11.01
2006-11-10,32802.26,43139.19,281.11,10.79
2006-11-13,32887.65,43306.75,281.13,10.86
2006-11-14,33100.21,43899.78,281.77,10.5
2006-11-15,33198.72,44247.52,280.85,10.31
2006-11-16,33264.56,44196.7,280.15,10.16
2006-11-17,33299.06,44100.16,281.32,10.05
2006-11-20,33301.42,44210.54,281.52,9.97
2006-11-21,33368.77,44357.7,281.93,9.9
2006-11-22,33459.46,44467.25,282.16,10.14
2006-11-23,33459.46,44467.25,282.2,10.14
2006-11-24,33352.26,44465.13,282.61,10.73
2006-11-27,32886.71,43466.73,282.89,12.3
2006-11-28,33003.05,43584.25,283.46,11.62
2006-11-29,33329.79,44098.06,283.29,10.83
2006-11-30,33370.28,44266.14,284.47,10.91
2006-12-01,33291.84,44069.8,285.1,11.66
2006-12-04,33588.29,44746.21,285.21,11.23
2006-12-05,33718.1,44888.82,285.14,11.27
2006-12-06,33690.7,44851.4,284.51,11.33
2006-12-07,33556.12,44655.29,284.62,12.67
2006-12-08,33612.06,44674.27,283.36,12.07
2006-12-11,33684.59,44675.04,284.1,10.71
2006-12-12,33648.35,44408.69,284.67,10.65
2006-12-13,33693.05,44433.66,283.1,10.18
2006-12-14,33977.76,44716.2,282.81,9.97
2006-12-15,34014.5,44652.55,282.84,10.05
2006-12-18,33890.67,44138.45,283.16,10.6
2006-12-19,33961.45,44153.62,283.04,10.3
2006-12-20,33913.09,44289.72,283.16,10.26
2006-12-21,33790.38,44086.88,284.1,10.53
2006-12-22,33621.8,43936.09,282.82,11.36
2006-12-25,33621.8,43936.09,282.82,11.36
2006-12-26,33762.9,44257.54,283.39,11.26
2006-12-27,34006.75,44736.32,282.51,10.64
2006-12-28,33960.77,44599.24,281.93,10.99
2006-12-29,33810.72,44266.49,281.68,11.56
2007-01-01,33810.72,44266.49,281.68,11.56
2007-01-02,33810.72,44266.49,282.17,11.56
2007-01-03,33776.72,44266.15,282.78,12.04
2007-01-04,33824.69,44370.26,283.69,11.51
2007-01-05,33613.38,43755.17,283.19,12.14
2007-01-08,33700.94,43826.93,283.15,12.0
2007-01-09,33699.81,43930.14,283.21,11.91
2007-01-10,33786.67,44016.29,282.83,11.47
2007-01-11,34016.18,44493.85,281.85,10.87
2007-01-12,34183.54,44831.4,281.34,10.15
2007-01-15,34183.54,44831.4,281.47,10.15
2007-01-16,34209.37,44722.52,281.95,10.74
2007-01-17,34182.9,44648.91,281.37,10.59
2007-01-18,34070.86,44154.17,282.14,10.85
2007-01-19,34180.73,44485.62,281.82,10.4
2007-01-22,34008.01,44167.07,282.2,10.77
2007-01-23,34131.91,44570.07,281.54,10.34
2007-01-24,34426.92,44995.96,281.54,9.89
2007-01-25,34042.88,44545.65,280.56,11.22
2007-01-26,34008.14,44735.26,280.44,11.13
2007-01-29,33989.24,44940.24,280.4,11.45
2007-01-30,34186.02,45220.53,280.68,10.96
2007-01-31,34423.17,45400.78,281.69,10.42
2007-02-01,34614.76,45836.03,281.42,10.31
2007-02-02,34674.17,45974.35,281.68,10.08
2007-02-05,34647.22,45912.94,282.23,10.55
2007-02-06,34677.95,46115.68,283.07,10.65
2007-02-07,34749.97,46394.95,283.58,10.32
2007-02-08,34710.28,46416.24,283.8,10.44
2007-02-09,34459.85,45977.34,282.82,11.1
2007-02-12,34336.32,45840.18,282.87,11.61
2007-02-13,34604.57,46213.2,282.71,10.34
2007-02-14,34875.43,46363.88,284.21,10.23
2007-02-15,34913.73,46504.6,284.73,10.22
2007-02-16,34897.35,46622.81,285.15,10.02
2007-02-19,34897.35,46622.81,285.28,10.02
2007-02-20,35006.85,47024.14,285.52,10.24
2007-02-21,34966.36,47127.14,285.4,10.2
2007-02-22,34944.35,47198.23,284.74,10.18
2007-02-23,34827.46,47083.25,285.76,10.58
2007-02-26,34788.16,46921.04,286.77,11.15
2007-02-27,33605.77,45323.52,288.61,18.31
2007-02-28,33794.56,45409.02,287.94,15.42
2007-03-01,33710.08,45308.12,287.88,15.82
2007-03-02,33317.56,44506.22,288.58,18.61
2007-03-05,32979.11,43658.01,288.28,19.63
2007-03-06,33495.34,44574.5,288.09,15.96
2007-03-07,33429.17,44508.57,288.68,15.24
2007-03-08,33673.08,44822.34,288.66,14.29
2007-03-09,33700.68,45008.0,287.21,14.09
2007-03-12,33794.29,45205.85,288.09,13.99
2007-03-13,33123.84,44212.65,288.96,18.13
2007-03-14,33328.93,44494.6,288.48,17.27
2007-03-15,33463.3,44876.49,288.16,16.43
2007-03-16,33331.98,44629.99,287.93,16.79
2007-03-19,33703.66,45094.56,287.66,14.59
2007-03-20,33920.41,45444.64,287.87,13.27
2007-03-21,34490.79,46157.69,288.47,12.19
2007-03-22,34485.44,46233.0,287.31,12.93
2007-03-23,34519.82,46351.74,286.97,12.95
2007-03-26,34545.08,46310.09,287.55,13.16
2007-03-27,34337.53,45993.21,287.12,13.48
2007-03-28,34081.96,45779.98,286.91,14.98
2007-03-29,34200.95,45861.6,286.73,15.14
2007-03-30,34170.89,45952.67,286.45,14.64
2007-04-02,34264.85,46110.38,286.7,14.53
2007-04-03,34585.08,46519.08,286.24,13.46
2007-04-04,34626.22,46510.58,286.58,13.24
2007-04-05,34742.71,46668.77,286.15,13.23
2007-04-06,34742.71,46668.77,286.15,13.23
2007-04-09,34768.16,46640.28,285.12,13.14
2007-04-10,34860.68,46792.07,285.72,12.68
2007-04-11,34637.54,46507.9,285.51,13.49
2007-04-12,34847.92,46849.91,285.58,12.71
2007-04-13,34970.06,47078.48,285.2,12.2
2007-04-16,35330.33,47671.03,285.74,11.98
2007-04-17,35396.48,47594.44,286.67,12.14
2007-04-18,35415.12,47437.97,287.43,12.42
2007-04-19,35361.27,47168.45,287.16,12.54
2007-04-20,35677.32,47629.57,287.23,12.07
2007-04-23,35605.76,47666.91,287.81,13.04
2007-04-24,35591.35,47599.93,288.41,13.12
2007-04-25,35941.32,47960.34,287.96,13.21
2007-04-26,35925.83,48083.71,287.26,12.79
2007-04-27,35909.96,47927.26,287.09,12.45
2007-04-30,35617.15,47178.55,288.51,14.22
2007-05-01,35703.05,47286.52,288.37,13.51
2007-05-02,35955.15,47945.48,288.27,13.08
2007-05-03,36118.79,47986.47,287.88,13.09
2007-05-04,36199.19,48189.15,288.53,12.91
2007-05-07,36285.8,48172.56,288.73,13.15
2007-05-08,36244.22,48159.38,288.92,13.21
2007-05-09,36382.43,48436.03,288.12,12.88
2007-05-10,35884.16,47685.08,288.58,13.6
2007-05-11,36237.07,48229.69,288.22,12.95
2007-05-14,36162.36,47926.38,288.16,13.96
2007-05-15,36104.02,47561.76,287.86,14.01
2007-05-16,36410.82,47839.34,287.93,13.5
2007-05-17,36385.08,47687.67,287.05,13.51
2007-05-18,36617.85,48082.08,286.21,12.76
2007-05-21,36696.69,48584.2,286.68,13.3
2007-05-22,36691.26,48874.68,286.0,13.06
2007-05-23,36644.23,48700.35,285.53,13.24
2007-05-24,36271.77,47950.8,285.6,14.08
2007-05-25,36471.28,48301.5,285.54,13.34
2007-05-28,36471.28,48301.5,285.54,13.34
2007-05-29,36550.81,48678.17,285.33,13.53
2007-05-30,36866.8,49085.63,285.37,12.83
2007-05-31,36890.0,49301.42,285.18,13.05
2007-06-01,37030.64,49653.17,284.05,12.78
2007-06-04,37109.11,49810.41,284.6,13.29
2007-06-05,36911.46,49472.68,283.84,13.63
2007-06-06,36583.48,48960.6,283.86,14.87
2007-06-07,35935.88,48005.34,281.33,17.06
2007-06-08,36335.68,48526.1,280.92,14.84
2007-06-11,36377.24,48455.73,280.66,14.71
2007-06-12,36002.25,47870.19,278.65,16.67
2007-06-13,36539.18,48477.07,279.49,14.73
2007-06-14,36718.6,48779.27,279.25,13.64
2007-06-15,36957.6,49297.21,280.21,13.94
2007-06-18,36910.97,49220.51,280.88,13.42
2007-06-19,36973.48,49319.3,281.88,12.85
2007-06-20,36480.23,48733.61,281.27,14.67
2007-06-21,36710.32,48951.13,280.48,14.21
2007-06-22,36258.5,48595.77,280.78,15.75
2007-06-25,36123.25,48221.16,281.91,16.65
2007-06-26,36001.73,48039.75,281.42,18.89
2007-06-27,36336.72,48676.4,281.9,15.53
2007-06-28,36329.97,48755.94,281.01,15.54
2007-06-29,36281.91,48582.56,282.58,16.23
2007-07-02,36679.37,49207.67,283.33,15.4
2007-07-03,36814.88,49375.35,282.44,14.92
2007-07-04,36814.88,49375.35,282.49,14.92
2007-07-05,36842.79,49506.18,280.73,15.48
2007-07-06,36986.67,49691.61,279.88,14.72
2007-07-09,37017.54,49790.49,280.69,15.16
2007-07-10,36503.05,48970.16,282.75,17.57
2007-07-11,36711.48,49129.06,281.8,16.64
2007-07-12,37384.93,49913.89,281.11,15.54
2007-07-13,37507.28,50026.27,281.29,15.15
2007-07-16,37427.55,49657.8,282.55,15.59
2007-07-17,37426.54,49665.49,281.78,15.63
2007-07-18,37354.5,49510.76,282.87,16.0
2007-07-19,37523.77,49820.54,282.4,15.23
2007-07-20,37082.76,49086.95,283.21,16.95
2007-07-23,37242.17,49052.01,282.97,16.81
2007-07-24,36508.36,47805.32,283.11,18.55
2007-07-25,36654.82,47771.16,283.45,18.1
2007-07-26,35803.96,46650.9,283.43,20.74
2007-07-27,35254.02,45941.55,282.43,24.17
2007-07-30,35609.71,46324.08,281.88,20.87
2007-07-31,35179.84,45846.6,282.73,23.52
2007-08-01,35400.86,45922.09,282.89,23.67
2007-08-02,35573.02,46292.18,283.07,21.22
2007-08-03,34648.23,44763.38,283.91,25.16
2007-08-06,35430.1,45222.76,283.17,22.94
2007-08-07,35667.16,45581.21,282.93,21.56
2007-08-08,36181.23,46470.44,281.33,21.45
2007-08-09,35147.78,45590.03,282.45,26.48
2007-08-10,35135.72,45844.33,282.36,28.3
2007-08-13,35135.78,45646.49,282.89,26.57
2007-08-14,34504.46,44691.14,283.52,27.68
2007-08-15,34017.97,43876.61,283.46,30.67
2007-08-16,34095.29,44359.8,284.73,30.83
2007-08-17,34931.75,45375.51,283.39,29.99
2007-08-20,34946.81,45552.74,284.09,26.33
2007-08-21,34996.21,45678.19,284.93,25.25
2007-08-22,35413.49,46335.33,284.39,22.89
2007-08-23,35378.39,45952.11,284.51,22.62
2007-08-24,35790.8,46595.57,284.46,20.72
2007-08-27,35485.49,46107.73,285.14,22.72
2007-08-28,34667.54,44883.37,286.46,26.3
2007-08-29,35423.74,45965.43,286.05,23.81
2007-08-30,35287.67,45793.45,286.58,25.06
2007-08-31,35690.09,46450.7,286.03,23.38
2007-09-03,35690.09,46450.7,286.13,23.38
2007-09-04,36080.23,46922.55,285.61,22.78
2007-09-05,35698.35,46434.34,287.24,24.58
2007-09-06,35849.88,46585.89,286.51,23.99
2007-09-07,35256.71,45683.73,288.47,26.23
2007-09-10,35195.11,45312.83,288.76,27.38
2007-09-11,35667.64,45950.37,287.75,25.27
2007-09-12,35678.02,45828.69,286.76,24.96
2007-09-13,35964.56,46022.43,285.24,24.76
2007-09-14,35987.06,46224.79,285.59,24.92
2007-09-17,35795.43,45810.35,285.74,26.48
2007-09-18,36816.03,47410.56,285.78,20.35
2007-09-19,37030.3,47919.13,285.41,20.03
2007-09-20,36799.37,47543.63,283.3,20.45
2007-09-21,36965.76,47688.61,284.69,19.0
2007-09-24,36786.88,47266.52,285.27,19.37
2007-09-25,36779.9,47128.31,285.69,18.6
2007-09-26,36985.86,47494.22,285.86,17.63
2007-09-27,37153.02,47782.54,286.93,17.0
2007-09-28,37051.98,47437.15,286.84,18.0
2007-10-01,37536.19,48350.54,287.45,17.84
2007-10-02,37537.82,48694.39,287.97,18.49
2007-10-03,37369.91,48456.42,287.97,18.8
2007-10-04,37451.03,48541.04,288.56,18.44
2007-10-05,37829.06,49417.3,286.83,16.91
2007-10-08,37720.61,49151.34,286.97,17.46
2007-10-09,38025.35,49504.11,287.14,16.12
2007-10-10,37988.69,49490.42,287.65,16.67
2007-10-11,37793.65,49027.89,287.92,18.88
2007-10-12,37986.34,49285.72,287.55,17.73
2007-10-15,37668.47,48755.0,288.17,19.25
2007-10-16,37427.01,48344.7,288.37,20.02
2007-10-17,37505.8,48381.95,290.06,18.54
2007-10-18,37481.54,48412.45,290.63,18.5
2007-10-19,36534.84,47071.61,292.24,22.96
2007-10-22,36676.61,47551.31,292.0,21.64
2007-10-23,37002.38,47992.94,292.03,20.41
2007-10-24,36915.86,47682.82,293.06,20.8
2007-10-25,36874.45,47377.44,292.51,21.17
2007-10-26,37363.16,48134.77,291.89,19.56
2007-10-29,37518.5,48250.48,292.16,19.87
2007-10-30,37278.72,47937.51,292.11,21.07
2007-10-31,37738.85,48609.81,290.38,18.53
2007-11-01,36784.45,47001.62,291.93,23.21
2007-11-02,36815.33,47034.33,292.69,23.01
2007-11-05,36617.85,46617.62,291.53,24.31
2007-11-06,37055.13,47233.5,290.49,21.39
2007-11-07,36027.34,45882.8,290.22,26.49
2007-11-08,36005.38,46153.55,290.67,26.16
2007-11-09,35483.13,45628.01,291.23,28.5
2007-11-12,35095.14,45145.51,291.37,31.09
2007-11-13,36103.32,46314.51,290.3,24.1
2007-11-14,35875.89,45979.87,290.03,25.94
2007-11-15,35423.43,45384.96,291.68,28.06
2007-11-16,35613.97,45259.52,291.51,25.49
2007-11-19,35002.09,44222.31,292.3,26.01
2007-11-20,35142.25,44114.39,292.23,24.88
2007-11-21,34600.05,43596.04,292.46,26.84
2007-11-22,34600.05,43596.04,292.5,26.84
2007-11-23,35160.53,44377.83,292.49,25.61
2007-11-26,34397.32,43409.72,295.21,28.91
2007-11-27,34891.72,43809.83,293.07,26.28
2007-11-28,35884.77,45244.07,291.55,24.11
2007-11-29,35917.34,45127.27,292.77,23.97
2007-11-30,36196.54,45394.52,292.29,22.87
2007-12-03,36009.75,44966.57,293.78,23.61
2007-12-04,35787.33,44572.71,293.43,23.79
2007-12-05,36330.69,45271.3,292.76,22.53
2007-12-06,36877.98,46371.24,290.89,20.96
2007-12-07,36839.12,46365.27,288.77,20.85
2007-12-10,37117.98,46728.78,288.43,20.74
2007-12-11,36191.5,45315.25,291.43,23.59
2007-12-12,36381.22,45533.02,289.98,22.47
2007-12-13,36421.92,45403.37,288.16,22.56
2007-12-14,35932.34,44613.22,287.11,23.27
2007-12-17,35373.61,43803.61,288.14,24.52
2007-12-18,35580.46,44395.63,289.51,22.64
2007-12-19,35544.76,44470.33,290.52,21.68
2007-12-20,35744.26,45007.73,291.27,20.58
2007-12-21,36326.82,45934.48,288.69,18.47
2007-12-24,36626.59,46444.19,288.11,18.6
2007-12-25,36626.59,46444.19,288.11,18.6
2007-12-26,36657.71,46501.78,286.81,18.66
2007-12-27,36155.06,45428.89,288.51,20.26
2007-12-28,36209.91,45388.03,290.56,20.74
2007-12-31,35976.08,45109.41,291.87,22.5
2008-01-01,35976.08,45109.41,291.87,22.5
2008-01-02,35479.77,44461.28,294.54,23.17
2008-01-03,35467.74,44023.13,294.28,22.49
2008-01-04,34586.32,42692.5,294.85,23.94
2008-01-07,34663.96,42701.56,295.1,23.79
2008-01-08,34042.67,41692.42,294.9,25.43
2008-01-09,34468.81,41958.19,295.06,24.12
2008-01-10,34751.66,42415.6,292.8,23.45
2008-01-11,34282.22,41653.83,294.32,23.68
2008-01-14,34638.56,42083.96,294.73,22.9
2008-01-15,33783.53,41155.7,296.19,23.34
2008-01-16,33591.06,41123.46,295.82,24.38
2008-01-17,32641.12,39980.81,296.68,28.46
2008-01-18,32455.84,39620.13,296.46,27.18
2008-01-21,32455.84,39620.13,296.6,27.18
2008-01-22,32120.5,39497.44,298.57,31.01
2008-01-23,32798.96,40603.22,299.5,29.02
2008-01-24,33151.04,40803.82,295.8,27.78
2008-01-25,32646.11,40589.46,297.34,29.08
2008-01-28,33218.9,41457.55,297.32,27.78
2008-01-29,33422.5,41783.67,295.94,27.32
2008-01-30,33250.28,41326.58,294.47,27.62
2008-01-31,33805.82,42378.02,296.39,26.2
2008-02-01,34246.64,43373.09,297.28,24.02
2008-02-04,33902.72,42999.22,296.6,25.99
2008-02-05,32855.18,41743.84,297.82,28.24
2008-02-06,32602.03,41217.73,297.39,28.97
2008-02-07,32854.26,41753.78,294.94,27.66
2008-02-08,32747.44,41622.73,296.4,28.01
2008-02-11,32948.97,41779.06,296.79,27.6
2008-02-12,33167.99,42019.96,295.14,26.33
2008-02-13,33632.81,42811.73,294.94,24.88
2008-02-14,33187.86,42019.73,292.46,25.54
2008-02-15,33211.85,41845.89,293.08,25.02
2008-02-18,33211.85,41845.89,293.22,25.02
2008-02-19,33188.42,41915.56,291.28,25.59
2008-02-20,33462.19,42357.93,290.25,24.4
2008-02-21,33043.92,41667.13,292.53,25.12
2008-02-22,33296.36,41731.95,292.27,24.06
2008-02-25,33763.11,42627.72,290.1,23.03
2008-02-26,33994.02,43015.85,290.86,21.9
2008-02-27,33955.54,42902.74,290.83,22.69
2008-02-28,33664.53,42367.63,292.8,23.53
2008-02-29,32774.32,41219.86,295.68,26.54
2008-03-03,32784.61,41146.07,295.23,26.28
2008-03-04,32667.85,40913.18,293.89,25.52
2008-03-05,32864.39,41136.29,291.0,24.6
2008-03-06,32139.76,39940.88,290.99,27.55
2008-03-07,31861.07,39682.05,291.69,27.49
2008-03-10,31344.88,38741.7,292.78,29.38
2008-03-11,32479.97,40261.15,289.2,26.36
2008-03-12,32209.41,39941.26,291.0,27.22
2008-03-13,32382.53,40585.82,289.03,27.29
2008-03-14,31720.75,39692.21,290.25,31.16
2008-03-17,31395.1,38810.5,291.67,32.24
2008-03-18,32691.99,40548.28,289.2,25.79
2008-03-19,31909.44,39499.95,291.37,29.84
2008-03-20,32645.34,40390.86,291.48,26.62
2008-03-21,32645.34,40390.86,291.48,26.62
2008-03-24,33162.5,41483.17,288.54,25.73
2008-03-25,33270.32,41747.08,289.62,25.72
2008-03-26,33000.16,41479.06,289.7,26.08
2008-03-27,32638.01,40932.93,288.99,25.88
2008-03-28,32398.59,40433.56,290.24,25.71
2008-03-31,32579.02,40758.46,290.55,25.61
2008-04-01,33711.49,42102.44,288.62,22.68
2008-04-02,33667.21,42236.76,288.48,23.43
2008-04-03,33727.03,42357.3,288.83,23.21
2008-04-04,33779.31,42326.53,291.7,22.45
2008-04-07,33841.63,42309.63,291.22,22.42
2008-04-08,33700.03,42209.27,291.47,22.36
2008-04-09,33422.12,41429.35,293.13,22.81
2008-04-10,33591.03,41840.06,291.61,21.98
2008-04-11,32920.95,40867.26,292.73,23.46
2008-04-14,32818.25,40703.34,292.15,23.82
2008-04-15,32961.86,41018.15,291.29,22.78
2008-04-16,33715.04,42232.32,289.55,20.53
2008-04-17,33720.28,42014.77,289.26,20.37
2008-04-18,34309.06,42728.1,289.97,20.13
2008-04-21,34272.28,42556.59,291.01,20.5
2008-04-22,33971.65,41842.08,291.37,20.87
2008-04-23,34068.78,41984.92,291.52,20.26
2008-04-24,34266.32,42560.09,289.79,20.06
2008-04-25,34499.03,42953.87,289.4,19.59
2008-04-28,34470.4,43160.62,291.07,19.64
2008-04-29,34332.64,42882.1,291.69,20.24
2008-04-30,34223.46,42751.52,293.39,20.79
2008-05-01,34778.17,43588.04,294.13,18.88
2008-05-02,34893.19,43451.12,293.05,18.18
2008-05-05,34758.7,43362.75,293.57,18.9
2008-05-06,35032.64,43676.38,292.58,18.21
2008-05-07,34440.88,42995.25,293.37,19.73
2008-05-08,34587.53,43137.58,294.7,19.4
2008-05-09,34373.24,43120.4,295.4,19.41
2008-05-12,34725.95,43813.62,295.35,17.79
2008-05-13,34747.3,44031.42,292.75,17.98
2008-05-14,34881.63,44108.66,292.27,17.66
2008-05-15,35256.26,44567.88,294.25,16.3
2008-05-16,35329.89,44478.93,294.3,16.47
2008-05-19,35346.38,44406.25,294.66,17.01
2008-05-20,35049.7,44186.41,295.53,17.58
2008-05-21,34489.29,43620.93,294.5,18.59
2008-05-22,34586.78,43834.97,292.39,18.05
2008-05-23,34155.08,43288.99,293.72,19.55
2008-05-26,34155.08,43288.99,293.86,19.55
2008-05-27,34387.0,43805.44,291.97,19.64
2008-05-28,34558.25,44041.52,290.45,19.07
2008-05-29,34744.83,44431.86,289.22,18.14
2008-05-30,34833.94,44651.01,289.82,17.83
2008-06-02,34492.34,44243.52,291.41,19.83
2008-06-03,34319.01,44151.73,292.66,20.24
2008-06-04,34316.84,44337.67,291.71,20.8
2008-06-05,34995.25,45301.06,290.26,18.63
2008-06-06,33966.37,44009.77,292.08,23.56
2008-06-09,33984.81,43714.23,291.07,23.12
2008-06-10,33873.37,43530.5,288.6,23.18
2008-06-11,33322.59,42708.19,289.1,24.12
2008-06-12,33416.01,42831.84,286.59,23.33
2008-06-13,33920.39,43562.33,285.6,21.22
2008-06-16,33949.62,43964.86,285.94,20.95
2008-06-17,33761.37,43705.6,286.67,21.13
2008-06-18,33438.26,43349.84,287.77,22.24
2008-06-19,33553.12,43719.59,286.45,21.58
2008-06-20,32947.6,42981.26,287.1,22.87
2008-06-23,32946.44,42639.01,286.25,22.64
2008-06-24,32824.14,42035.58,287.08,22.42
2008-06-25,33019.13,42464.89,286.8,21.14
2008-06-26,32080.23,41376.34,287.09,23.93
2008-06-27,31974.34,41276.65,287.49,23.44
2008-06-30,32006.65,40890.73,286.91,23.95
2008-07-01,32119.51,40948.81,286.18,23.65
2008-07-02,31505.48,39814.57,286.75,25.92
2008-07-03,31486.16,39418.52,286.42,24.78
2008-07-04,31486.16,39418.52,286.47,24.78
2008-07-07,31221.99,38984.53,287.64,25.78
2008-07-08,31759.17,40062.22,287.8,23.15
2008-07-09,31076.41,39151.91,288.29,25.23
2008-07-10,31301.28,39423.3,288.47,25.59
2008-07-11,30972.66,39521.38,285.29,27.49
2008-07-14,30710.18,38950.93,286.26,28.48
2008-07-15,30375.06,38705.32,285.79,28.54
2008-07-16,31105.82,39979.14,283.06,25.1
2008-07-17,31461.25,40443.75,281.18,25.01
2008-07-18,31467.17,40336.87,280.69,24.05
2008-07-21,31498.2,40625.3,281.29,23.05
2008-07-22,31891.05,41461.57,280.89,21.18
2008-07-23,31995.42,41565.63,280.54,21.31
2008-07-24,31235.2,40466.1,282.94,23.44
2008-07-25,31373.94,40867.79,281.34,22.91
2008-07-28,30816.74,40224.83,282.93,24.23
2008-07-29,31515.34,41258.29,282.27,22.03
2008-07-30,32052.62,41587.55,282.26,21.21
2008-07-31,31638.29,41355.81,283.63,22.94
