date,WILLLRGCAP,WILLSMLCAP,BAMLCC4A0710YTRIV,VIXCLS
1992-06-30,7414.6,7516.25,100.0,13.35
1992-07-01,7414.6,7516.25,100.17,13.34
1992-07-02,7414.6,7516.25,101.08,13.88
1992-07-03,7414.6,7516.25,101.08,13.88
1992-07-06,7414.6,7516.25,101.32,14.87
1992-07-07,7414.6,7516.25,101.53,15.83
1992-07-08,7414.6,7516.25,101.46,15.53
1992-07-09,7414.6,7516.25,101.37,14.6
1992-07-10,7414.6,7516.25,101.43,13.7
1992-07-13,7414.6,7516.25,101.27,14.01
1992-07-14,7414.6,7516.25,101.2,13.5
1992-07-15,7414.6,7516.25,101.58,12.52
1992-07-16,7414.6,7516.25,101.8,12.27
1992-07-17,7414.6,7516.25,101.71,12.6
1992-07-20,7414.6,7516.25,101.74,12.66
1992-07-21,7414.6,7516.25,101.84,12.6
1992-07-22,7414.6,7516.25,102.05,13.57
1992-07-23,7414.6,7516.25,102.68,13.33
1992-07-24,7414.6,7516.25,102.68,13.37
1992-07-27,7414.6,7516.25,103.01,13.9
1992-07-28,7414.6,7516.25,103.37,13.05
1992-07-29,7414.6,7516.25,103.75,13.44
1992-07-30,7414.6,7516.25,102.93,13.5
1992-07-31,7720.28,7778.4,103.03,13.17
1992-08-03,7720.28,7778.4,102.95,13.83
1992-08-04,7720.28,7778.4,103.3,13.58
1992-08-05,7720.28,7778.4,103.54,13.82
1992-08-06,7720.28,7778.4,103.42,14.23
1992-08-07,7720.28,7778.4,103.84,13.94
1992-08-10,7720.28,7778.4,104.18,14.51
1992-08-11,7720.28,7778.4,104.18,15.09
1992-08-12,7720.28,7778.4,104.23,14.88
1992-08-13,7720.28,7778.4,104.18,15.34
1992-08-14,7720.28,7778.4,104.17,14.66
1992-08-17,7720.28,7778.4,104.11,14.61
1992-08-18,7720.28,7778.4,104.49,13.84
1992-08-19,7720.28,7778.4,104.55,14.35
1992-08-20,7720.28,7778.4,104.64,14.48
1992-08-21,7720.28,7778.4,104.32,15.01
1992-08-24,7720.28,7778.4,103.74,16.19
1992-08-25,7720.28,7778.4,103.47,15.62
1992-08-26,7720.28,7778.4,103.6,14.5
1992-08-27,7720.28,7778.4,103.94,13.66
1992-08-28,7720.28,7778.4,104.01,13.14
1992-08-31,7564.21,7548.16,104.11,13.58
1992-09-01,7564.21,7548.16,104.34,13.4
1992-09-02,7564.21,7548.16,104.68,12.73
1992-09-03,7564.21,7548.16,104.6,12.88
1992-09-04,7564.21,7548.16,105.33,12.98
1992-09-07,7564.21,7548.16,105.33,12.98
1992-09-08,7564.21,7548.16,105.86,13.65
1992-09-09,7564.21,7548.16,105.9,13.36
1992-09-10,7564.21,7548.16,105.88,12.92
1992-09-11,7564.21,7548.16,105.76,12.47
1992-09-14,7564.21,7548.16,105.92,13.0
1992-09-15,7564.21,7548.16,105.6,13.63
1992-09-16,7564.21,7548.16,105.72,14.72
1992-09-17,7564.21,7548.16,105.57,14.31
1992-09-18,7564.21,7548.16,105.54,13.74
1992-09-21,7564.21,7548.16,105.57,13.45
1992-09-22,7564.21,7548.16,105.33,13.88
1992-09-23,7564.21,7548.16,104.95,13.83
1992-09-24,7564.21,7548.16,105.23,13.44
1992-09-25,7564.21,7548.16,105.65,14.8
1992-09-28,7564.21,7548.16,105.92,15.19
1992-09-29,7564.21,7548.16,106.01,14.97
1992-09-30,7648.61,7710.56,105.8,14.28
1992-10-01,7648.61,7710.56,106.29,16.31
1992-10-02,7648.61,7710.56,106.25,17.79
1992-10-05,7648.61,7710.56,106.46,20.01
1992-10-06,7648.61,7710.56,106.02,19.95
1992-10-07,7648.61,7710.56,105.35,21.02
1992-10-08,7648.61,7710.56,105.36,19.26
1992-10-09,7648.61,7710.56,104.88,20.51
1992-10-12,7648.61,7710.56,105.03,19.49
1992-10-13,7648.61,7710.56,105.0,17.9
1992-10-14,7648.61,7710.56,105.07,18.42
1992-10-15,7648.61,7710.56,105.03,17.11
1992-10-16,7648.61,7710.56,104.66,17.01
1992-10-19,7648.61,7710.56,104.3,17.31
1992-10-20,7648.61,7710.56,103.18,16.87
1992-10-21,7648.61,7710.56,103.58,16.62
1992-10-22,7648.61,7710.56,103.93,15.84
1992-10-23,7648.61,7710.56,103.6,16.46
1992-10-26,7648.61,7710.56,103.48,16.32
1992-10-27,7648.61,7710.56,103.85,16.24
1992-10-28,7648.61,7710.56,104.11,15.95
1992-10-29,7648.61,7710.56,104.22,15.47
1992-10-30,7713.21,7955.87,103.69,16.15
1992-11-02,7713.21,7955.87,103.24,16.67
1992-11-03,7713.21,7955.87,103.24,17.33
1992-11-04,7713.21,7955.87,103.23,16.28
1992-11-05,7713.21,7955.87,103.32,15.38
1992-11-06,7713.21,7955.87,103.02,14.69
1992-11-09,7713.21,7955.87,102.77,14.23
1992-11-10,7713.21,7955.87,103.14,14.37
1992-11-11,7713.21,7955.87,103.44,13.99
1992-11-12,7713.21,7955.87,103.78,14.37
1992-11-13,7713.21,7955.87,103.69,14.61
1992-11-16,7713.21,7955.87,103.42,14.86
1992-11-17,7713.21,7955.87,103.46,15.01
1992-11-18,7713.21,7955.87,103.8,14.55
1992-11-19,7713.21,7955.87,103.91,14.33
1992-11-20,7713.21,7955.87,103.76,13.67
1992-11-23,7713.21,7955.87,103.64,13.4
1992-11-24,7713.21,7955.87,103.89,12.66
1992-11-25,7713.21,7955.87,103.82,12.5
1992-11-26,7713.21,7955.87,103.82,12.5
1992-11-27,7713.21,7955.87,103.5,12.58
1992-11-30,7986.11,8548.52,103.37,13.01
1992-12-01,7986.11,8548.52,103.32,12.8
1992-12-02,7986.11,8548.52,103.3,12.56
1992-12-03,7986.11,8548.52,103.4,12.03
1992-12-04,7986.11,8548.52,103.71,11.81
1992-12-07,7986.11,8548.52,104.15,12.0
1992-12-08,7986.11,8548.52,104.41,11.73
1992-12-09,7986.11,8548.52,104.53,12.58
1992-12-10,7986.11,8548.52,104.38,12.75
1992-12-11,7986.11,8548.52,104.23,12.34
1992-12-14,7986.11,8548.52,104.18,12.66
1992-12-15,7986.11,8548.52,104.22,12.41
1992-12-16,7986.11,8548.52,104.5,12.58
1992-12-17,7986.11,8548.52,104.54,12.14
1992-12-18,7986.11,8548.52,104.63,11.66
1992-12-21,7986.11,8548.52,104.9,11.65
1992-12-22,7986.11,8548.52,105.27,11.75
1992-12-23,7986.11,8548.52,105.19,11.51
1992-12-24,7986.11,8548.52,105.16,11.57
1992-12-25,7986.11,8548.52,105.16,11.57
1992-12-28,7986.11,8548.52,105.07,12.22
1992-12-29,7986.11,8548.52,105.27,12.29
1992-12-30,7986.11,8548.52,105.34,12.6
1992-12-31,8106.49,8846.03,105.32,12.57
1993-01-01,8106.49,8846.03,105.32,12.57
1993-01-04,8106.49,8846.03,105.87,13.36
1993-01-05,8106.49,8846.03,105.95,13.35
1993-01-06,8106.49,8846.03,105.83,13.37
1993-01-07,8106.49,8846.03,105.35,14.72
1993-01-08,8106.49,8846.03,105.3,13.77
1993-01-11,8106.49,8846.03,105.58,12.86
1993-01-12,8106.49,8846.03,105.65,12.78
1993-01-13,8106.49,8846.03,105.48,12.42
1993-01-14,8106.49,8846.03,105.9,11.99
1993-01-15,8106.49,8846.03,106.27,11.57
1993-01-18,8106.49,8846.03,106.32,11.49
1993-01-19,8106.49,8846.03,106.46,12.06
1993-01-20,8106.49,8846.03,106.43,12.15
1993-01-21,8106.49,8846.03,106.35,11.69
1993-01-22,8106.49,8846.03,106.67,11.3
1993-01-25,8106.49,8846.03,107.07,11.38
1993-01-26,8106.49,8846.03,107.27,11.45
1993-01-27,8106.49,8846.03,107.26,12.01
1993-01-28,8106.49,8846.03,107.46,12.04
1993-01-29,8165.29,9124.45,107.92,12.42
1993-02-01,8165.29,9124.45,107.98,12.33
1993-02-02,8165.29,9124.45,107.76,12.25
1993-02-03,8165.29,9124.45,107.68,12.12
1993-02-04,8165.29,9124.45,108.01,12.29
1993-02-05,8165.29,9124.45,108.43,12.9
1993-02-08,8165.29,9124.45,108.38,13.22
1993-02-09,8165.29,9124.45,108.24,13.48
1993-02-10,8165.29,9124.45,107.94,13.43
1993-02-11,8165.29,9124.45,108.22,12.69
1993-02-12,8165.29,9124.45,108.44,12.38
1993-02-15,8165.29,9124.45,108.44,12.38
1993-02-16,8165.29,9124.45,108.56,15.76
1993-02-17,8165.29,9124.45,108.8,15.9
1993-02-18,8165.29,9124.45,109.38,15.56
1993-02-19,8165.29,9124.45,109.61,15.02
1993-02-22,8165.29,9124.45,109.87,14.7
1993-02-23,8165.29,9124.45,111.03,15.04
1993-02-24,8165.29,9124.45,110.6,14.72
1993-02-25,8165.29,9124.45,110.53,13.76
1993-02-26,8237.43,8939.96,110.61,13.16
1993-03-01,8237.43,8939.96,111.21,13.6
1993-03-02,8237.43,8939.96,111.16,12.49
1993-03-03,8237.43,8939.96,111.74,13.13
1993-03-04,8237.43,8939.96,112.1,13.44
1993-03-05,8237.43,8939.96,111.54,14.08
1993-03-08,8237.43,8939.96,111.9,16.22
1993-03-09,8237.43,8939.96,111.79,14.17
1993-03-10,8237.43,8939.96,111.77,13.91
1993-03-11,8237.43,8939.96,111.48,14.26
1993-03-12,8237.43,8939.96,110.57,15.66
1993-03-15,8237.43,8939.96,110.32,14.74
1993-03-16,8237.43,8939.96,110.97,14.51
1993-03-17,8237.43,8939.96,111.18,14.53
1993-03-18,8237.43,8939.96,111.69,14.17
1993-03-19,8237.43,8939.96,111.67,13.23
1993-03-22,8237.43,8939.96,111.65,13.66
1993-03-23,8237.43,8939.96,112.01,13.02
1993-03-24,8237.43,8939.96,111.89,12.44
1993-03-25,8237.43,8939.96,111.76,12.08
1993-03-26,8237.43,8939.96,111.22,12.21
1993-03-29,8237.43,8939.96,111.2,12.63
1993-03-30,8237.43,8939.96,111.58,12.23
1993-03-31,8430.33,9264.74,111.6,12.53
1993-04-01,8430.33,9264.74,111.61,13.02
1993-04-02,8430.33,9264.74,111.14,14.5
1993-04-05,8430.33,9264.74,111.16,14.12
1993-04-06,8430.33,9264.74,111.36,14.24
1993-04-07,8430.33,9264.74,111.58,13.64
1993-04-08,8430.33,9264.74,112.18,12.83
1993-04-09,8430.33,9264.74,112.18,12.83
1993-04-12,8430.33,9264.74,112.68,11.93
1993-04-13,8430.33,9264.74,112.46,11.7
1993-04-14,8430.33,9264.74,112.77,11.76
1993-04-15,8430.33,9264.74,112.88,10.96
1993-04-16,8430.33,9264.74,112.84,11.29
1993-04-19,8430.33,9264.74,113.08,12.06
1993-04-20,8430.33,9264.74,113.01,11.94
1993-04-21,8430.33,9264.74,113.18,12.11
1993-04-22,8430.33,9264.74,113.21,12.68
1993-04-23,8430.33,9264.74,113.08,13.36
1993-04-26,8430.33,9264.74,112.86,15.25
1993-04-27,8430.33,9264.74,112.45,13.93
1993-04-28,8430.33,9264.74,112.31,13.12
1993-04-29,8430.33,9264.74,112.56,12.8
1993-04-30,8200.04,8984.58,112.43,12.42
1993-05-03,8200.04,8984.58,112.93,12.9
1993-05-04,8200.04,8984.58,113.11,12.14
1993-05-05,8200.04,8984.58,113.16,12.38
1993-05-06,8200.04,8984.58,113.45,13.22
1993-05-07,8200.04,8984.58,113.24,13.01
1993-05-10,8200.04,8984.58,113.5,13.72
1993-05-11,8200.04,8984.58,113.5,13.35
1993-05-12,8200.04,8984.58,113.2,13.56
1993-05-13,8200.04,8984.58,112.92,14.76
1993-05-14,8200.04,8984.58,112.78,14.39
1993-05-17,8200.04,8984.58,112.61,14.13
1993-05-18,8200.04,8984.58,112.2,14.19
1993-05-19,8200.04,8984.58,112.25,14.29
1993-05-20,8200.04,8984.58,112.69,13.98
1993-05-21,8200.04,8984.58,112.27,14.51
1993-05-24,8200.04,8984.58,112.26,14.1
1993-05-25,8200.04,8984.58,112.25,14.04
1993-05-26,8200.04,8984.58,112.42,12.88
1993-05-27,8200.04,8984.58,112.61,13.1
1993-05-28,8356.59,9347.49,112.36,13.47
1993-05-31,8356.59,9347.49,112.43,13.47
1993-06-01,8356.59,9347.49,112.67,13.67
1993-06-02,8356.59,9347.49,113.08,13.48
1993-06-03,8356.59,9347.49,113.29,13.54
1993-06-04,8356.59,9347.49,112.81,12.86
1993-06-07,8356.59,9347.49,113.12,14.07
1993-06-08,8356.59,9347.49,113.04,14.74
1993-06-09,8356.59,9347.49,113.26,13.96
1993-06-10,8356.59,9347.49,113.22,13.31
1993-06-11,8356.59,9347.49,113.82,12.71
1993-06-14,8356.59,9347.49,113.96,12.33
1993-06-15,8356.59,9347.49,114.02,11.99
1993-06-16,8356.59,9347.49,114.05,11.87
1993-06-17,8356.59,9347.49,114.22,11.66
1993-06-18,8356.59,9347.49,114.0,12.24
1993-06-21,8356.59,9347.49,114.41,12.25
1993-06-22,8356.59,9347.49,114.49,11.65
1993-06-23,8356.59,9347.49,114.47,12.04
1993-06-24,8356.59,9347.49,114.68,12.25
1993-06-25,8356.59,9347.49,114.94,11.25
1993-06-28,8356.59,9347.49,115.3,11.11
1993-06-29,8356.59,9347.49,115.43,11.29
1993-06-30,8399.62,9435.48,115.42,11.26
1993-07-01,8399.62,9435.48,115.4,11.51
1993-07-02,8399.62,9435.48,115.68,11.33
1993-07-05,8399.62,9435.48,115.68,11.33
1993-07-06,8399.62,9435.48,115.6,13.87
1993-07-07,8399.62,9435.48,115.55,13.05
1993-07-08,8399.62,9435.48,115.68,12.24
1993-07-09,8399.62,9435.48,115.83,10.8
1993-07-12,8399.62,9435.48,116.01,10.85
1993-07-13,8399.62,9435.48,115.86,11.02
1993-07-14,8399.62,9435.48,116.26,10.78
1993-07-15,8399.62,9435.48,116.28,10.6
1993-07-16,8399.62,9435.48,116.48,10.96
1993-07-19,8399.62,9435.48,116.45,11.46
1993-07-20,8399.62,9435.48,116.24,11.05
1993-07-21,8399.62,9435.48,115.76,11.97
1993-07-22,8399.62,9435.48,115.27,11.69
1993-07-23,8399.62,9435.48,115.01,11.32
1993-07-26,8399.62,9435.48,115.16,11.32
1993-07-27,8399.62,9435.48,115.26,11.34
1993-07-28,8399.62,9435.48,115.38,11.37
1993-07-29,8399.62,9435.48,116.04,11.25
1993-07-30,8368.13,9549.27,115.98,11.73
1993-08-02,8368.13,9549.27,115.89,11.47
1993-08-03,8368.13,9549.27,116.02,11.49
1993-08-04,8368.13,9549.27,115.94,11.71
1993-08-05,8368.13,9549.27,115.95,12.03
1993-08-06,8368.13,9549.27,115.98,12.33
1993-08-09,8368.13,9549.27,116.32,12.39
1993-08-10,8368.13,9549.27,116.27,12.31
1993-08-11,8368.13,9549.27,116.47,12.07
1993-08-12,8368.13,9549.27,116.73,12.38
1993-08-13,8368.13,9549.27,116.88,12.19
1993-08-16,8368.13,9549.27,117.12,12.01
1993-08-17,8368.13,9549.27,117.1,11.59
1993-08-18,8368.13,9549.27,117.26,11.52
1993-08-19,8368.13,9549.27,117.48,11.63
1993-08-20,8368.13,9549.27,117.78,11.62
1993-08-23,8368.13,9549.27,117.9,12.15
1993-08-24,8368.13,9549.27,118.15,11.8
1993-08-25,8368.13,9549.27,118.47,12.1
1993-08-26,8368.13,9549.27,119.01,12.14
1993-08-27,8368.13,9549.27,118.87,11.91
1993-08-30,8368.13,9549.27,119.19,11.74
1993-08-31,8691.47,9976.99,119.14,11.85
1993-09-01,8691.47,9976.99,119.22,11.48
1993-09-02,8691.47,9976.99,119.49,11.87
1993-09-03,8691.47,9976.99,120.31,11.16
1993-09-06,8691.47,9976.99,120.31,11.16
1993-09-07,8691.47,9976.99,120.89,12.9
1993-09-08,8691.47,9976.99,120.89,13.24
1993-09-09,8691.47,9976.99,120.13,12.67
1993-09-10,8691.47,9976.99,120.47,11.7
1993-09-13,8691.47,9976.99,120.77,12.16
1993-09-14,8691.47,9976.99,119.87,13.15
1993-09-15,8691.47,9976.99,119.82,12.7
1993-09-16,8691.47,9976.99,120.1,13.36
1993-09-17,8691.47,9976.99,120.01,13.39
1993-09-20,8691.47,9976.99,119.82,14.6
1993-09-21,8691.47,9976.99,119.72,17.3
1993-09-22,8691.47,9976.99,119.57,13.75
1993-09-23,8691.47,9976.99,119.82,13.36
1993-09-24,8691.47,9976.99,119.84,12.47
1993-09-27,8691.47,9976.99,120.6,12.49
1993-09-28,8691.47,9976.99,120.91,12.19
1993-09-29,8691.47,9976.99,120.55,12.63
1993-09-30,8660.24,10229.71,120.04,12.99
1993-10-01,8660.24,10229.71,120.55,11.83
1993-10-04,8660.24,10229.71,120.66,12.85
1993-10-05,8660.24,10229.71,120.74,12.97
1993-10-06,8660.24,10229.71,120.66,12.68
1993-10-07,8660.24,10229.71,120.73,13.14
1993-10-08,8660.24,10229.71,121.29,12.04
1993-10-11,8660.24,10229.71,121.3,12.26
1993-10-12,8660.24,10229.71,121.31,12.41
1993-10-13,8660.24,10229.71,121.32,11.38
1993-10-14,8660.24,10229.71,121.24,11.0
1993-10-15,8660.24,10229.71,122.03,10.87
1993-10-18,8660.24,10229.71,121.57,11.33
1993-10-19,8660.24,10229.71,121.49,11.61
1993-10-20,8660.24,10229.71,121.63,11.32
1993-10-21,8660.24,10229.71,120.99,11.2
1993-10-22,8660.24,10229.71,120.61,11.48
1993-10-25,8660.24,10229.71,120.15,11.83
1993-10-26,8660.24,10229.71,120.5,11.83
1993-10-27,8660.24,10229.71,120.48,12.01
1993-10-28,8660.24,10229.71,120.66,11.88
1993-10-29,8785.4,10438.64,120.63,11.46
1993-11-01,8785.4,10438.64,119.85,11.78
1993-11-02,8785.4,10438.64,119.32,11.74
1993-11-03,8785.4,10438.64,119.29,13.26
1993-11-04,8785.4,10438.64,119.04,14.68
1993-11-05,8785.4,10438.64,118.57,14.97
1993-11-08,8785.4,10438.64,118.89,14.31
1993-11-09,8785.4,10438.64,119.28,13.94
1993-11-10,8785.4,10438.64,118.92,13.72
1993-11-11,8785.4,10438.64,118.81,13.88
1993-11-12,8785.4,10438.64,119.2,13.33
1993-11-15,8785.4,10438.64,119.23,14.46
1993-11-16,8785.4,10438.64,119.42,15.11
1993-11-17,8785.4,10438.64,119.57,15.57
1993-11-18,8785.4,10438.64,119.13,14.65
1993-11-19,8785.4,10438.64,118.27,15.03
1993-11-22,8785.4,10438.64,118.15,15.9
1993-11-23,8785.4,10438.64,118.4,14.27
1993-11-24,8785.4,10438.64,118.52,13.51
1993-11-25,8785.4,10438.64,118.52,13.51
1993-11-26,8785.4,10438.64,118.84,13.77
1993-11-29,8785.4,10438.64,119.22,14.12
1993-11-30,8663.24,10120.25,118.69,13.76
1993-12-01,8663.24,10120.25,118.84,13.83
1993-12-02,8663.24,10120.25,118.91,13.51
1993-12-03,8663.24,10120.25,118.86,12.69
1993-12-06,8663.24,10120.25,119.56,12.84
1993-12-07,8663.24,10120.25,119.69,12.41
1993-12-08,8663.24,10120.25,119.78,12.46
1993-12-09,8663.24,10120.25,120.07,12.43
1993-12-10,8663.24,10120.25,119.73,12.6
1993-12-13,8663.24,10120.25,119.4,10.98
1993-12-14,8663.24,10120.25,119.16,11.13
1993-12-15,8663.24,10120.25,119.1,11.03
1993-12-16,8663.24,10120.25,119.01,10.9
1993-12-17,8663.24,10120.25,119.3,11.08
1993-12-20,8663.24,10120.25,119.25,10.75
1993-12-21,8663.24,10120.25,118.99,10.08
1993-12-22,8663.24,10120.25,119.68,9.31
1993-12-23,8663.24,10120.25,120.08,9.48
1993-12-24,8663.24,10120.25,120.08,9.48
1993-12-27,8663.24,10120.25,120.22,9.7
1993-12-28,8663.24,10120.25,120.2,9.82
1993-12-29,8663.24,10120.25,120.2,10.46
1993-12-30,8663.24,10120.25,119.58,10.69
1993-12-31,8802.54,10499.38,119.62,11.66
1994-01-03,8802.54,10499.38,118.97,12.57
1994-01-04,8802.54,10499.38,119.01,11.91
1994-01-05,8802.54,10499.38,119.16,10.94
1994-01-06,8802.54,10499.38,119.52,11.27
1994-01-07,8802.54,10499.38,120.59,10.96
1994-01-10,8802.54,10499.38,120.66,10.74
1994-01-11,8802.54,10499.38,121.05,11.29
1994-01-12,8802.54,10499.38,121.49,11.65
1994-01-13,8802.54,10499.38,120.95,12.08
1994-01-14,8802.54,10499.38,120.33,11.15
1994-01-17,8802.54,10499.38,120.39,11.88
1994-01-18,8802.54,10499.38,120.64,11.63
1994-01-19,8802.54,10499.38,120.76,11.76
1994-01-20,8802.54,10499.38,121.01,11.16
1994-01-21,8802.54,10499.38,120.93,11.09
1994-01-24,8802.54,10499.38,120.98,11.6
1994-01-25,8802.54,10499.38,120.8,11.38
1994-01-26,8802.54,10499.38,120.85,11.17
1994-01-27,8802.54,10499.38,121.18,10.3
1994-01-28,8802.54,10499.38,121.67,9.94
1994-01-31,9073.1,10815.21,121.69,10.63
1994-02-01,9073.1,10815.21,121.2,10.65
1994-02-02,9073.1,10815.21,121.22,10.61
1994-02-03,9073.1,10815.21,120.87,10.75
1994-02-04,9073.1,10815.21,120.2,15.25
1994-02-07,9073.1,10815.21,119.82,13.96
1994-02-08,9073.1,10815.21,119.64,13.66
1994-02-09,9073.1,10815.21,119.71,13.3
1994-02-10,9073.1,10815.21,120.09,14.24
1994-02-11,9073.1,10815.21,120.13,14.46
1994-02-14,9073.1,10815.21,120.2,14.28
1994-02-15,9073.1,10815.21,120.32,13.4
1994-02-16,9073.1,10815.21,120.31,13.13
1994-02-17,9073.1,10815.21,119.72,13.79
1994-02-18,9073.1,10815.21,118.99,14.7
1994-02-21,9073.1,10815.21,118.99,14.7
1994-02-22,9073.1,10815.21,119.24,13.52
1994-02-23,9073.1,10815.21,118.78,13.91
1994-02-24,9073.1,10815.21,118.38,15.96
1994-02-25,9073.1,10815.21,118.38,14.8
1994-02-28,8832.56,10781.33,118.53,14.87
1994-03-01,8832.56,10781.33,117.84,15.83
1994-03-02,8832.56,10781.33,117.68,16.08
1994-03-03,8832.56,10781.33,117.57,16.36
1994-03-04,8832.56,10781.33,117.13,16.0
1994-03-07,8832.56,10781.33,117.62,14.26
1994-03-08,8832.56,10781.33,117.47,16.23
1994-03-09,8832.56,10781.33,117.24,14.41
1994-03-10,8832.56,10781.33,116.72,16.55
1994-03-11,8832.56,10781.33,116.67,14.87
1994-03-14,8832.56,10781.33,116.51,16.61
1994-03-15,8832.56,10781.33,116.8,14.78
1994-03-16,8832.56,10781.33,117.17,14.51
1994-03-17,8832.56,10781.33,117.4,12.76
1994-03-18,8832.56,10781.33,116.8,13.32
1994-03-21,8832.56,10781.33,116.24,14.34
1994-03-22,8832.56,10781.33,116.63,13.39
1994-03-23,8832.56,10781.33,117.23,12.31
1994-03-24,8832.56,10781.33,116.21,13.43
1994-03-25,8832.56,10781.33,116.16,13.67
1994-03-28,8832.56,10781.33,116.05,14.9
1994-03-29,8832.56,10781.33,115.44,16.49
1994-03-30,8832.56,10781.33,115.13,18.59
1994-03-31,8453.61,10180.66,115.01,20.45
1994-04-01,8453.61,10180.66,115.01,20.45
1994-04-04,8453.61,10180.66,113.07,23.87
1994-04-05,8453.61,10180.66,113.64,18.13
1994-04-06,8453.61,10180.66,113.78,17.38
1994-04-07,8453.61,10180.66,114.23,16.98
1994-04-08,8453.61,10180.66,114.17,16.92
1994-04-11,8453.61,10180.66,114.13,16.61
1994-04-12,8453.61,10180.66,114.48,16.42
1994-04-13,8453.61,10180.66,114.29,17.02
1994-04-14,8453.61,10180.66,113.88,16.27
1994-04-15,8453.61,10180.66,114.0,15.98
1994-04-18,8453.61,10180.66,113.07,17.22
1994-04-19,8453.61,10180.66,113.0,16.93
1994-04-20,8453.61,10180.66,113.24,17.01
1994-04-21,8453.61,10180.66,114.43,14.93
1994-04-22,8453.61,10180.66,114.38,14.94
1994-04-25,8453.61,10180.66,114.39,14.26
1994-04-26,8453.61,10180.66,115.08,13.8
1994-04-27,8453.61,10180.66,115.08,13.8
1994-04-28,8453.61,10180.66,114.0,14.51
1994-04-29,8562.44,10181.69,113.58,13.77
1994-05-02,8562.44,10181.69,113.33,14.11
1994-05-03,8562.44,10181.69,113.14,13.81
1994-05-04,8562.44,10181.69,112.93,14.29
1994-05-05,8562.44,10181.69,113.36,14.56
1994-05-06,8562.44,10181.69,111.95,15.08
1994-05-09,8562.44,10181.69,111.09,16.16
1994-05-10,8562.44,10181.69,112.07,15.19
1994-05-11,8562.44,10181.69,111.25,15.55
1994-05-12,8562.44,10181.69,111.89,15.46
1994-05-13,8562.44,10181.69,112.12,14.54
1994-05-16,8562.44,10181.69,112.55,14.67
1994-05-17,8562.44,10181.69,113.9,14.08
1994-05-18,8562.44,10181.69,114.04,12.55
1994-05-19,8562.44,10181.69,114.59,12.33
1994-05-20,8562.44,10181.69,114.21,12.79
1994-05-23,8562.44,10181.69,113.29,13.49
1994-05-24,8562.44,10181.69,113.65,12.73
1994-05-25,8562.44,10181.69,113.55,12.43
1994-05-26,8562.44,10181.69,113.95,12.5
1994-05-27,8562.44,10181.69,113.78,12.49
1994-05-30,8562.44,10181.69,113.78,12.49
1994-05-31,8675.12,10088.97,113.53,13.03
1994-06-01,8675.12,10088.97,113.65,12.72
1994-06-02,8675.12,10088.97,114.15,12.73
1994-06-03,8675.12,10088.97,114.9,12.19
1994-06-06,8675.12,10088.97,115.47,13.03
1994-06-07,8675.12,10088.97,115.22,13.05
1994-06-08,8675.12,10088.97,115.38,13.32
1994-06-09,8675.12,10088.97,115.09,13.21
1994-06-10,8675.12,10088.97,114.83,12.69
1994-06-13,8675.12,10088.97,114.56,11.92
1994-06-14,8675.12,10088.97,115.14,11.6
1994-06-15,8675.12,10088.97,114.65,11.52
1994-06-16,8675.12,10088.97,114.64,11.22
1994-06-17,8675.12,10088.97,114.34,12.31
1994-06-20,8675.12,10088.97,114.24,13.96
1994-06-21,8675.12,10088.97,113.89,14.7
1994-06-22,8675.12,10088.97,114.46,14.02
1994-06-23,8675.12,10088.97,114.56,14.12
1994-06-24,8675.12,10088.97,113.97,16.72
1994-06-27,8675.12,10088.97,114.1,15.53
1994-06-28,8675.12,10088.97,113.68,15.04
1994-06-29,8675.12,10088.97,113.82,14.42
1994-06-30,8447.82,9811.7,113.31,14.97
1994-07-01,8447.82,9811.7,113.35,14.36
1994-07-04,8447.82,9811.7,113.35,14.36
1994-07-05,8447.82,9811.7,113.55,14.92
1994-07-06,8447.82,9811.7,113.55,14.7
1994-07-07,8447.82,9811.7,113.75,14.01
1994-07-08,8447.82,9811.7,112.93,13.26
1994-07-11,8447.82,9811.7,112.61,13.83
1994-07-12,8447.82,9811.7,112.8,13.4
1994-07-13,8447.82,9811.7,113.11,12.42
1994-07-14,8447.82,9811.7,114.24,11.64
1994-07-15,8447.82,9811.7,114.38,11.28
1994-07-18,8447.82,9811.7,114.84,11.44
1994-07-19,8447.82,9811.7,115.1,11.65
1994-07-20,8447.82,9811.7,114.51,11.7
1994-07-21,8447.82,9811.7,114.5,11.65
1994-07-22,8447.82,9811.7,114.19,11.22
1994-07-25,8447.82,9811.7,114.42,11.46
1994-07-26,8447.82,9811.7,114.39,11.66
1994-07-27,8447.82,9811.7,114.05,11.93
1994-07-28,8447.82,9811.7,114.42,12.03
1994-07-29,8721.9,10051.57,115.68,11.13
1994-08-01,8721.9,10051.57,115.59,11.17
1994-08-02,8721.9,10051.57,116.02,11.27
1994-08-03,8721.9,10051.57,115.85,11.35
1994-08-04,8721.9,10051.57,115.86,12.18
1994-08-05,8721.9,10051.57,114.91,12.34
1994-08-08,8721.9,10051.57,114.94,12.41
1994-08-09,8721.9,10051.57,114.53,12.54
1994-08-10,8721.9,10051.57,114.6,11.91
1994-08-11,8721.9,10051.57,114.38,12.13
1994-08-12,8721.9,10051.57,114.86,11.09
1994-08-15,8721.9,10051.57,114.87,12.06
1994-08-16,8721.9,10051.57,115.4,11.39
1994-08-17,8721.9,10051.57,115.96,11.54
1994-08-18,8721.9,10051.57,115.2,12.07
